Questions,Answers
"In the Enlistment scene, what did Captain America say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the movie Captain America First Avenger, in the Enlistment scene, what did Steve say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the Enlistment scene, what did Steve say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the movie Captain America First Avenger, in the Enlistment scene, what did Rogers say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the Enlistment scene, what did Rogers say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the movie Captain America First Avenger, in the Enlistment scene, what did Steve say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the Enlistment scene, what did Steve say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the movie Captain America First Avenger, in the Enlistment scene, what did Steven Rogers say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the Enlistment scene, what did Steven Rogers say to 4F Doctor about the cause of his mother's death?","She was a nurse in a TB ward. Got hit, couldn’t shake it"
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Captain America say to the jerk about getting beaten up?",I can do this all day
"In the Theater alleyway scene, what did Captain America say to the jerk about getting beaten up?",I can do this all day
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to the jerk about getting beaten up?",I can do this all day
"In the Theater alleyway scene, what did Steve say to the jerk about getting beaten up?",I can do this all day
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Rogers say to the jerk about getting beaten up?",I can do this all day
"In the Theater alleyway scene, what did Rogers say to the jerk about getting beaten up?",I can do this all day
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to the jerk about getting beaten up?",I can do this all day
"In the Theater alleyway scene, what did Steve say to the jerk about getting beaten up?",I can do this all day
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steven Rogers say to the jerk about getting beaten up?",I can do this all day
"In the Theater alleyway scene, what did Steven Rogers say to the jerk about getting beaten up?",I can do this all day
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Winter Soldier say to Captain America about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Winter Soldier say to Captain America about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Winter Soldier say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Winter Soldier say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Winter Soldier say to Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Winter Soldier say to Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Winter Soldier say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Winter Soldier say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Winter Soldier say to Steven Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Winter Soldier say to Steven Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did White Wolf say to Captain America about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did White Wolf say to Captain America about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did White Wolf say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did White Wolf say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did White Wolf say to Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did White Wolf say to Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did White Wolf say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did White Wolf say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did White Wolf say to Steven Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did White Wolf say to Steven Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Bucky say to Captain America about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Bucky say to Captain America about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Bucky say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Bucky say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Bucky say to Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Bucky say to Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Bucky say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Bucky say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Bucky say to Steven Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did Bucky say to Steven Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did James Buchannan Barnes say to Captain America about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did James Buchannan Barnes say to Captain America about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did James Buchannan Barnes say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did James Buchannan Barnes say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did James Buchannan Barnes say to Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did James Buchannan Barnes say to Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did James Buchannan Barnes say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did James Buchannan Barnes say to Steve about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did James Buchannan Barnes say to Steven Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the Theater alleyway scene, what did James Buchannan Barnes say to Steven Rogers about getting beaten up?","Sometimes, I think you like getting punched."
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Captain America say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Captain America say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Captain America say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Captain America say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Captain America say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Captain America say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Captain America say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Captain America say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steve say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steve say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steve say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steve say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Rogers say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Rogers say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Rogers say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Rogers say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Rogers say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Rogers say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Rogers say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Rogers say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steve say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steve say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steve say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steve say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steve say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steven Rogers say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steven Rogers say to Winter Soldier about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steven Rogers say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steven Rogers say to White Wolf about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steven Rogers say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steven Rogers say to Bucky about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Theater alleyway scene, what did Steven Rogers say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the Theater alleyway scene, what did Steven Rogers say to James Buchannan Barnes about his orders?",The one-o-seventh. Sergeant James Barnes. Shipping out for England first thing tomorrow.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Winter Soldier say to Captain America about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Winter Soldier say to Captain America about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Winter Soldier say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Winter Soldier say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Winter Soldier say to Rogers about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Winter Soldier say to Rogers about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Winter Soldier say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Winter Soldier say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Winter Soldier say to Steven Rogers about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Winter Soldier say to Steven Rogers about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did White Wolf say to Captain America about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did White Wolf say to Captain America about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did White Wolf say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did White Wolf say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did White Wolf say to Rogers about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did White Wolf say to Rogers about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did White Wolf say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did White Wolf say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did White Wolf say to Steven Rogers about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did White Wolf say to Steven Rogers about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Bucky say to Captain America about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Bucky say to Captain America about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Bucky say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Bucky say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Bucky say to Rogers about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Bucky say to Rogers about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Bucky say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Bucky say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Bucky say to Steven Rogers about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did Bucky say to Steven Rogers about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did James Buchannan Barnes say to Captain America about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did James Buchannan Barnes say to Captain America about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did James Buchannan Barnes say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did James Buchannan Barnes say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did James Buchannan Barnes say to Rogers about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did James Buchannan Barnes say to Rogers about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did James Buchannan Barnes say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did James Buchannan Barnes say to Steve about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did James Buchannan Barnes say to Steven Rogers about being in control?",Don’t do anything stupid until I get back.
"In the Stark Expo 1943 scene, what did James Buchannan Barnes say to Steven Rogers about being in control?",Don’t do anything stupid until I get back.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Captain America say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Captain America say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Captain America say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Captain America say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Captain America say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Captain America say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Captain America say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Captain America say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steve say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steve say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steve say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steve say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Rogers say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Rogers say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Rogers say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Rogers say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Rogers say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Rogers say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Rogers say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Rogers say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steve say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steve say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steve say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steve say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steven Rogers say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steven Rogers say to Winter Soldier about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steven Rogers say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steven Rogers say to White Wolf about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steven Rogers say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steven Rogers say to Bucky about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steven Rogers say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the Stark Expo 1943 scene, what did Steven Rogers say to James Buchannan Barnes about being stupid?",How can I? You’re taking all the stupid with you.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Captain America say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Captain America say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Captain America say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Captain America say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Steve say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Steve say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Rogers say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Rogers say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Rogers say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Rogers say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Steve say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steve say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Steve say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steven Rogers say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Steven Rogers say to Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Stark Expo 1943 scene, what did Steven Rogers say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the Stark Expo 1943 scene, what did Steven Rogers say to Abraham Erskine about wanting to kill Nazis?",I don’t wanna kill anyone. I don’t like bullies. I don’t care where they’re from.
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Duffy say to soldiers about the flag?",Nobody has got that flag in 17 years. First man to bring it to me gets a ride back with Agent Carter.
"In the Camp Lehigh scene, what did Duffy say to soldiers about the flag?",Nobody has got that flag in 17 years. First man to bring it to me gets a ride back with Agent Carter.
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Sergeant Duffy say to soldiers about the flag?",Nobody has got that flag in 17 years. First man to bring it to me gets a ride back with Agent Carter.
"In the Camp Lehigh scene, what did Sergeant Duffy say to soldiers about the flag?",Nobody has got that flag in 17 years. First man to bring it to me gets a ride back with Agent Carter.
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Captain America about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Erskine say to Captain America about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Steve about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Erskine say to Steve about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Rogers about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
